plz,city
6980,Castelrotto
6981,Bombinasco
6981,Banco
6999,Astano
6986,Miglieglia
6989,Purasca
6995,Molinazzo
6996,Ponte Cremenaga
6997,Sessa
6998,Termine
6982,Agno
6983,Magliaso
6984,Pura
6986,Curio
6986,Novaggio
6987,Caslano
6988,Ponte Tresa
7000,Chur
7000,Chur 1 Annahme
7000,Chur 1 Zustellung
7000,Chur Kaserne
7001,Chur
7002,Chur
7004,Chur
7006,Chur
7007,Chur
7012,Felsberg
7013,Domat/Ems
7015,Tamins
7017,Flims Dorf
7018,Flims Waldhaus
7023,Haldenstein
7026,Maladers
7031,Laax GR
7031,Laax GR 1
7032,Laax GR 2
7050,Arosa
7062,Passugg
7063,Praden
7064,Tschiertschen
7074,Malix
7075,Churwalden
7076,Parpan
7077,Valbella
7078,Lenzerheide/Lai
7082,Vaz/Obervaz
7083,Lantsch/Lenz
7084,Brienz/Brinzauls
7014,Trin
7016,Trin Mulin
7019,Fidaz
7027,LÅen
7027,Castiel
7028,St. Peter
7028,Pagig
7056,Molinis
7029,Peist
7057,Langwies
7058,LitzirÅti
7104,Versam
7104,Arezen
7106,Tenna
7107,Safien Platz
7109,Thalkirch
7122,Valendas
7122,Carrera
7126,Castrisch
7130,Ilanz
7154,Ruschein
7155,Ladir
7151,Schluein
7153,Falera
7152,Sagogn
7127,Sevgein
7128,Riein
7111,Pitasch
7112,Duvin
7113,Camuns
7114,Uors (Lumnezia)
7115,Surcasti
7116,Tersnaus
7141,Luven
7142,Cumbel
7143,Morissen
7144,Vella
7145,Degen
7146,Vattiz
7147,Vignogn
7148,Lumbrein
7148,Surin
7149,Vrin
7137,Flond
7138,Surcuolm
7132,Vals
7133,Obersaxen Affeier
7134,Obersaxen Meierhof
7135,Obersaxen Giraniga
7136,Obers FriggahÅs
7156,Pigniu
7156,Rueun
7157,Siat
7158,Waltensburg/Vuorz
7159,Andiast
7162,Tavanasa
7163,Danis
7164,Dardin
7165,Breil/Brigels
7166,Trun
7168,Schlans
7167,Zignau
7172,Rabius
7175,Sumvitg
7174,S. Benedetg
7180,Disentis/MustÇr
7182,Cavardiras
7183,MumpÇ Medel
7184,Curaglia
7185,Platta
7186,Segnas
7187,Camischolas
7189,Rueras
7188,Sedrun
7173,Surrein
7176,Cumpadials
7201,Untervaz Bahnhof
7203,Trimmis
7202,Says
7204,Untervaz
7205,Zizers
7206,Igis
7208,Malans GR
7212,Seewis Dorf
7213,Valzeina
7214,GrÅsch
7215,Fanas
7220,Schiers
7228,Schuders
7226,Stels
7222,Mittellunden
7223,Buchen
7224,Putz
7228,Pusserein
7231,Pragg-Jenaz
7232,Furna
7233,Jenaz
7235,Fideris
7240,KÅblis
7242,Luzein
7243,Pany
7244,GadenstÑtt
7245,Ascharina
7246,St. Antînien
7241,Conters
7247,Saas im PrÑttigau
7249,Serneus
7250,Klosters
7252,Klosters Dorf
7260,Davos Dorf
7265,Davos Wolfgang
7270,Davos Platz
7270,Davos Platz 1
7272,Davos Clavadel
7276,Davos Frauenkirch
7277,Davos Glaris
7278,Davos Monstein
7302,Landquart
7303,Mastrils
7304,Maienfeld
7306,FlÑsch
7307,Jenins
7310,Bad Ragaz
7317,Valens
7317,Vasîn
7314,Vadura
7315,VÑttis
7312,PfÑfers
7313,St. Margrethenberg
7320,Sargans
7325,Schwendi
7326,Weisstannen
7323,Wangs
7324,Vilters
7402,Bonaduz
7403,RhÑzÅns
7404,Feldis/Veulden
7405,Rothenbrunnen
7408,Cazis
7408,Realta
7411,Sils im Domleschg
7412,Scharans
7413,FÅrstenaubruck
7414,FÅrstenau
7415,Rodels
7416,Almens
7417,Paspels
7407,Trans
7418,Tumegl/Tomils
7419,Scheid
7430,Thusis
7425,Masein
7426,Flerden
7427,Urmein
7428,Tschappina
7428,Glaspass
7421,Summaprada
7422,Tartar
7423,Sarn
7424,PrÑz
7424,Dalin
7431,Mutten
7430,Rongellen
7432,Zillis
7433,Donat
7433,Farden
7433,Mathon
7433,Wergenstein
7433,Lohn GR
7434,Sufers
7435,SplÅgen
7436,Medels
7437,Nufenen
7438,Hinterrhein
7440,Andeer
7442,Clugin
7443,Pignia
7444,Ausserferrera
7445,Innerferrera
7446,Campsut-Crît
7447,Cresta (Avers)
7447,Am Bach (Avers)
7448,Juf
7450,Tiefencastel
7458,Mon
7459,Stierva
7451,Alvaschein
7452,Cunter
7453,Tinizong
7454,Rona
7455,Mulegns
7456,Sur
7457,Bivio
7460,Savognin
7462,Salouf
7463,Riom
7464,Parsonz
7472,Surava
7473,Alvaneu Bad
7477,Filisur
7482,BergÅn/Bravuogn
7482,Stugl/Stuls
7484,Latsch
7482,Preda
7492,Alvaneu Dorf
7493,Schmitten (Albula)
7494,Davos Wiesen
7500,St. Moritz
7500,St. Moritz 1
7500,St. Moritz 3
7502,Bever
7503,Samedan
7504,Pontresina
7505,Celerina
7512,Champfär
7513,Silvaplana
7514,Sils/Segl Maria
7514,Fex
7515,Sils/Segl Baselgia
7516,Maloja
7517,Plaun da Lej
7522,La Punt-Chamues-ch
7523,Madulain
7524,Zuoz
7525,S-chanf
7526,Cinuos-chel
7527,Brail
7530,Zernez
7532,Tschierv
7533,Fuldera
7534,LÅ
7535,Valchava
7536,Sta. Maria V. M.
7537,MÅstair
7542,Susch
7543,Lavin
7545,Guarda
7546,Ardez
7550,Scuol
7551,Ftan
7552,Vulpera
7553,Tarasp
7554,Sent
7554,Crusch
7556,Ramosch
7557,VnÖ
7558,Strada
7559,Tschlin
7560,Martina
7562,Samnaun-Compatsch
7563,Samnaun Dorf
7602,Casaccia
7603,Vicosoprano
7604,Borgonovo
7605,Stampa
7606,Promontogno
7610,Soglio
7608,Castasegna
7742,Poschiavo
7742,Sfazó
7742,La Rîsa
7743,Brusio
7747,Viano
7744,Campocologno
7710,Ospizio Bernina
7741,S. Carlo GR
7710,Alp GrÅm
7745,Li Curt
7746,Le Prese
7748,Campascio
8000,ZÅrich
8001,ZÅrich
8002,ZÅrich
8003,ZÅrich
8004,ZÅrich
8005,ZÅrich
8006,ZÅrich
8008,ZÅrich
8010,ZÅrich
8010,ZÅrich BZ FP
8010,ZÅrich MÅlligen PL
8020,ZÅrich 1
8016,ZÅrich 16 Zust
8080,ZÅrich 80
8021,ZÅrich 1 Sihlpost
8021,ZÅrich 1
8022,ZÅrich
8023,ZÅrich
8024,ZÅrich
8026,ZÅrich
8027,ZÅrich
8031,ZÅrich
8032,ZÅrich
8032,ZÅrich 32 Zust
8033,ZÅrich
8034,ZÅrich
8036,ZÅrich
8037,ZÅrich
8038,ZÅrich
8039,ZÅrich
8040,ZÅrich
8041,ZÅrich
8042,ZÅrich
8044,ZÅrich
8045,ZÅrich
8046,ZÅrich
8047,ZÅrich
8048,ZÅrich
8049,ZÅrich
8050,ZÅrich
8050,ZÅrich Dist Ba
8051,ZÅrich
8052,ZÅrich
8053,ZÅrich
8055,ZÅrich
8057,ZÅrich
8058,ZÅrich
8061,ZÅrich
8063,ZÅrich
8064,ZÅrich
8065,ZÅrich
8088,ZÅrich
8090,ZÅrich
8091,ZÅrich
8092,ZÅrich
8093,ZÅrich
8099,ZÅrich
8102,Oberengstringen
8103,Unterengstringen
8104,Weiningen ZH
8105,Regensdorf
8105,Watt
8107,Buchs ZH
8108,DÑllikon
8112,Otelfingen
8113,Boppelsen
8114,DÑnikon ZH
8115,HÅttikon
5436,WÅrenlos
8117,FÑllanden
8121,Benglen
8122,Binz
8123,Ebmatingen
8124,Maur
8125,Zollikerberg
8126,Zumikon
8127,Forch
8132,Hinteregg
8132,Egg b. ZÅrich
8133,Esslingen
8134,Adliswil
8134,Adliswil 1
8134,Adliswil Sood
8135,Langnau am Albis
8136,Gattikon
8143,Uetliberg
8142,Uitikon Waldegg
8143,Stallikon
8152,Glattbrugg
8152,Opfikon
8153,RÅmlang
8154,Oberglatt ZH
8155,Niederhasli
8156,Oberhasli
8157,Dielsdorf
8158,Regensberg
8162,Steinmaur
8164,Bachs
8165,Schîfflisdorf
8166,Niederweningen
8172,Niederglatt ZH
8173,Neerach
8174,Stadel
8175,Windlach
8180,BÅlach
8181,Hîri
8182,Hochfelden
8184,BachenbÅlach
8185,Winkel
8192,Glattfelden
8193,Eglisau
8194,HÅntwangen
8195,Wasterkingen
8196,Wil ZH
8197,Rafz
8200,Schaffhausen
8200,Schaffhausen 1
8200,Schaffh 1 Zust
8201,Schaffhausen
8202,Schaffhausen
8203,Schaffhausen
8204,Schaffhausen
8205,Schaffhausen
8207,Schaffhausen
8208,Schaffhausen
8219,Trasadingen
8228,Beggingen
8231,Hemmental
8234,Stetten SH
8235,Lohn SH
8236,Opfertshofen SH
8236,BÅttenhardt
8242,Bibern SH
8242,Hofen SH
8243,Altdorf SH
8239,Dîrflingen
8212,Neuhausen
8212,Neuhausen 1
8213,Neunkirch
8214,GÑchlingen
8215,Hallau
8216,Oberhallau
8217,Wilchingen
8218,Osterfingen
8222,Beringen
8223,Guntmadingen
8224,Lîhningen
8225,Siblingen
8226,Schleitheim
8232,Merishausen
8233,Bargen SH
8240,Thayngen
8241,Barzheim
8245,Feuerthalen
8246,Langwiesen
8247,Flurlingen
8252,Schlatt TG
8254,Basadingen
8259,Kaltenbach
8253,Diessenhofen
8255,Schlattingen
8259,Etzwilen
8260,Stein am Rhein
8259,Wagenhausen
8261,Hemishofen
8262,Ramsen
8263,Buch SH
8264,Eschenz
8265,Mammern
8266,Steckborn
8267,Berlingen
8268,Mannenbach-Salenst
8272,Ermatingen
8273,Triboltingen
8274,TÑgerwilen
8280,Kreuzlingen
8280,Kreuzlingen 1
8280,Kreuzlingen 2
8280,Kreuzlingen 3
8301,Glattzentrum
8302,Kloten
8303,Bassersdorf
8304,Wallisellen
8305,Dietlikon
8306,BrÅttisellen
8307,Effretikon
8315,Lindau
8308,Illnau
8308,Agasul
8309,NÅrensdorf
8310,Kemptthal
8312,Winterberg ZH
8311,BrÅtten
8307,Ottikon b.Kemptth.
8314,Kyburg
8130,Zumikon Y. Rocher
8320,Fehraltorf
8489,Wildberg
8322,Madetswil
8330,PfÑffikon ZH
8331,Auslikon
8332,Russikon
8335,Hittnau
8340,Hinwil
8342,Wernetshausen
8344,BÑretswil
8345,Adetswil
8352,Elsau
8353,Elgg
8354,Hofstetten ZH
8355,Aadorf
8356,Ettenhausen TG
8357,Guntershausen
8360,Eschlikon TG
8362,Balterswil
8363,Bichelsee
8370,Sirnach
8372,Wiezikon b.Sirnach
8374,Oberwangen TG
8374,Dussnang
8376,Fischingen
8376,Au TG
8400,Winterthur
8400,Winterthur 1 Ann.
8400,Winterthur 1 Zust
8400,Winterthur Kaserne
8401,Winterthur
8402,Winterthur
8404,Winterthur
8405,Winterthur
8406,Winterthur
8408,Winterthur
8409,Winterthur
8410,Winterthur
8411,Winterthur
8412,Aesch (Neftenbach)
8413,Neftenbach
8414,Buch am Irchel
8415,Berg am Irchel
8415,GrÑslikon
8416,Flaach
8418,Schlatt
8422,Pfungen
8421,DÑttlikon
8423,Embrach-Embraport
8424,Embrach
8425,Oberembrach
8426,Lufingen
8427,Rorbas-Freienstein
8428,Teufen ZH
8192,Zweidlen
8187,Weiach
5466,Kaiserstuhl AG
5467,Fisibach
5332,Rekingen AG
5330,Bad Zurzach
5323,Rietheim
5464,RÅmikon AG
5465,Mellikon
5463,Wislikofen
5462,Siglistorf
5333,Baldingen
5334,Bîbikon
8442,Hettlingen
8444,Henggart
8447,Dachsen
8248,Uhwiesen
8450,Andelfingen
8453,Alten
8451,Kleinandelfingen
8452,Adlikon
8457,Humlikon
8458,Dorf
8459,Volken
8454,Buchberg
8455,RÅdlingen
8460,Marthalen
8464,Ellikon am Rhein
8461,Oerlingen
8465,Rudolfingen
8466,TrÅllikon
8462,Rheinau
8463,Benken ZH
8472,Seuzach
8404,Reutlingen
8474,Dinhard
8475,Ossingen
8476,Unterstammheim
8477,Oberstammheim
8471,Rutschwil
8478,Thalheim
8479,Altikon
8467,Truttikon
8468,Guntalingen
8468,Waltalingen
8482,Sennhof
8483,Kollbrunn
8484,Weisslingen
8484,Neschwil
8484,Theilingen
8486,Rikon im Tîsstal
8487,RÑmismÅhle
8487,Zell ZH
8488,Turbenthal
8492,Wila
8493,Saland
8494,Bauma
8496,Steg im Tîsstal
8497,Fischenthal
8498,Gibswil
8495,SchmidrÅti
8499,Sternenberg
8500,Frauenfeld
8500,Frauenfeld 1
8500,Gerlikon
8500,Frauenfeld 1 Zust
8501,Frauenfeld
8502,Frauenfeld
8503,Frauenfeld
8505,Pfyn
8506,Lanzenneunforn
8507,Hîrhausen
8508,Homburg
8512,Thundorf
8512,Lustdorf
8514,Amlikon-Bissegg
8522,HÑuslenen
8523,Hagenbuch ZH
8524,Uesslingen
8525,Niederneunforn
8526,Oberneunforn
8532,Warth
8524,Buch b. Frauenfeld
8532,Weiningen TG
8535,Herdern
8536,HÅttwilen
8537,Nussbaumen TG
8542,Wiesendangen
8404,Stadel(Winterthur)
8545,Rickenbach ZH
8544,Attikon
8546,Islikon
8547,Gachnang
8548,Ellikon a d Thur
8552,Felben-Wellhausen
8553,HÅttlingen-Mettdf
8554,MÅllheim-Wigoltgn
8554,Bonau
8555,MÅllheim Dorf
8556,Wigoltingen
8564,Lipperswil
8558,Raperswilen
8269,Fruthwilen
8560,MÑrstetten
8561,Ottoberg
8565,Hugelshofen
8566,Dotnacht
8566,Neuwilen
8564,Engwilen
8564,WÑldi
8570,Weinfelden
8572,Berg TG
8573,Siegershausen
8574,Illighausen
8575,BÅrglen TG
8576,Mauren TG
8577,Schînholzerswilen
9217,Neukirch
8580,Amriswil
8580,Sommeri
8582,Dozwil
8580,Hagenwil
8581,Schocherswil
8588,Zihlschlacht
8589,Sitterdorf
8583,Sulgen
8583,Gîtighofen
8583,Donzhausen
8584,Leimbach TG
8584,Opfershofen TG
8585,Mattwil
8585,Happerswil
8585,Langrickenbach
8585,Zuben
8586,Erlen
8586,Andwil TG
8586,KÅmmertshausen
8586,Riedt b. Erlen
8587,Oberaach
8590,Romanshorn
8599,Salmsach
8592,Uttwil
8593,Kesswil
8594,GÅttingen
8595,Altnau
8596,Scherzingen
8597,Landschlacht
8598,Bottighofen
8600,DÅbendorf
8600,DÅbendorf 1
8600,DÅbendorf 2
8602,Wangen ZH
8603,Schwerzenbach
8604,Volketswil
8605,Gutenswil
8606,NÑnikon
8606,Greifensee
8607,Aathal-SeegrÑben
8608,Bubikon
8610,Uster
8610,Uster 1
8612,Uster 2
8613,Uster 3
8614,Bertschikon Gossau
8615,Wermatswil
8616,Riedikon
8617,Mînchaltorf
8618,Oetwil am See
8620,Wetzikon ZH
8620,Wetzikon ZH 1
8621,Wetzikon ZH Roben.
8622,Wetzikon ZH
8623,Wetzikon ZH
8624,GrÅt (Gossau ZH)
8625,Gossau ZH
8626,Ottikon
8627,GrÅningen
8630,RÅti ZH
8632,Tann
8633,Wolfhausen
8634,Hombrechtikon
8635,DÅrnten
8636,Wald ZH
8639,Faltigberg
8637,Laupen ZH
8638,Goldingen
8640,Rapperswil SG
8640,Kempraten
8640,Rapperswil SG Zust
8645,Jona
8646,Wagen
8700,KÅsnacht ZH
8702,Zollikon
8702,Zollikon Dorf
8703,Erlenbach ZH
8704,Herrliberg
8706,Meilen
8707,Uetikon am See
8708,MÑnnedorf
8712,StÑfa
8713,Uerikon
8714,Feldbach
8715,Bollingen
8716,Schmerikon
8717,Benken SG
8718,SchÑnis
8722,Kaltbrunn
8723,Rufi
8725,Ernetschwil
8726,Ricken SG
8727,Walde SG
8730,Uznach
8732,Neuhaus SG
8733,Eschenbach SG
8734,Ermenswil
8735,St. Gallenkappel
8735,RÅeterswil
8737,Gommiswald
8738,Uetliburg SG
8739,Rieden SG
8740,Uznach Vîgele AG
8750,Glarus
8750,Riedern
8750,Klîntal
8751,Urnerboden
8752,NÑfels
8753,Mollis
8754,Netstal
8755,Ennenda
8756,Mitlîdi
8762,Schwanden GL
8762,SchwÑndi GL
8762,Sool
8765,Engi
8766,Matt
8767,Elm
8772,Nidfurn
8773,Haslen GL
8775,Luchsingen
8775,HÑtzingen
8777,Diesbach GL
8782,RÅti GL
8783,Linthal
8784,Braunwald
8800,Thalwil
8802,Kilchberg ZH
8803,RÅschlikon
8804,Au ZH
8805,Richterswil
8805,Richterswil Burghd
8806,BÑch SZ
8807,Freienbach
8808,PfÑffikon SZ
8810,Horgen
8810,Horgen 1
8813,Horgen
8815,Horgenberg
8816,Hirzel
8820,WÑdenswil
8824,Schînenberg ZH
8825,HÅtten
8832,Wollerau
8833,Samstagern
8834,Schindellegi
8835,Feusisberg
8836,Bennau
8840,Einsiedeln
8840,Trachslau
8849,Alpthal
8846,Willerzell
8847,Egg SZ
8841,Gross
8844,Euthal
8845,Studen SZ
8842,Unteriberg
8843,Oberiberg
8852,Altendorf
8853,Lachen SZ
8854,Siebnen
8854,Galgenen
8855,Wangen SZ
8856,Tuggen
8857,Vorderthal
8858,Innerthal
8862,SchÅbelbach
8863,Buttikon SZ
8864,Reichenburg
8865,Bilten
8866,ZiegelbrÅcke
8867,Niederurnen
8868,Oberurnen
8872,Weesen
8873,Amden
8874,MÅhlehorn
8758,Obstalden
8757,Filzbach
8877,Murg
8878,Quinten
8880,Walenstadt
8881,Walenstadtberg
8881,KnoblisbÅhl
8881,Tscherlach
8882,Unterterzen
8883,Quarten
8884,Oberterzen
8885,Mols
8887,Mels
8886,MÑdris-Vermol
8889,Plons
8888,Heiligkreuz (Mels)
8890,Flums
8892,Berschis
8893,Flums Hochwiese
8894,Flumserberg Saxli
8895,Flumserberg Portel
8896,Flumserberg Bergh
8897,Flumserberg Theim
8898,Flumserberg Tboden
8902,Urdorf
8903,Birmensdorf ZH
8904,Aesch ZH
8905,Arni-Islisberg
8906,Bonstetten
8907,Wettswil
8908,Hedingen
8910,Affoltern am Albis
8909,Zwillikon
8911,Rifferswil
8912,Obfelden
8913,Ottenbach
8914,Aeugst am Albis
8914,Aeugstertal
8915,Hausen am Albis
8916,Jonen
8917,Oberlunkhofen
8918,Unterlunkhofen
8919,Rottenschwil
8925,Ebertswil
8926,Kappel am Albis
8932,Mettmenstetten
8933,Maschwanden
8934,Knonau
8942,Oberrieden
8135,Sihlbrugg Station
6340,Sihlbrugg
8951,Fahrweid
8952,Schlieren
8953,Dietikon
8953,Dietikon 1
8953,Dietikon 2
8954,Geroldswil
8955,Oetwil a.d. Limmat
8956,Killwangen
8957,Spreitenbach
8962,Bergdietikon
8964,Rudolfstetten
8965,Berikon
8966,Oberwil-Lieli
8967,Widen
9000,St. Gallen
9000,St. Gallen 1 Ann.
9000,St. Gallen Dist Ba
9000,St. Gallen Kaserne
9001,St. Gallen
9004,St. Gallen
9006,St. Gallen
9007,St. Gallen
9008,St. Gallen
9010,St. Gallen
9011,St. Gallen
9012,St. Gallen
9013,St. Gallen
9014,St. Gallen
9015,St. Gallen
9016,St. Gallen
9030,Abtwil SG
9032,Engelburg
9033,Untereggen
9034,Eggersriet
9035,Grub AR
9036,Grub SG
9037,Speicherschwendi
9038,Rehetobel
9042,Speicher
9043,Trogen
9044,Wald AR
9050,Appenzell
9052,Niederteufen
9053,Teufen AR
9054,Haslen AI
9055,BÅhler
9056,Gais
9057,Weissbad
9058,BrÅlisau
9062,LustmÅhle
9063,Stein AR
9064,Hundwil
9100,Herisau
9100,Herisau 1
9102,Herisau
9103,Schwellbrunn
9104,Waldstatt
9105,Schînengrund
9107,UrnÑsch
9108,Gonten
9112,Schachen b.Herisau
9113,Degersheim
9114,Hoffeld
9115,Dicken
9116,Wolfertswil
9122,Mogelsberg
9123,Nassen
9125,Brunnadern
9126,Necker
9127,St. Peterzell
9633,BÑchli (Hemberg)
9200,Gossau SG
9200,Gossau SG 1
9200,Gossau SG 2
9203,Niederwil SG
9204,Andwil SG
9205,Waldkirch
9212,Arnegg
9213,Hauptwil
9214,Kradolf-Schînenb.
9216,Heldswil
9215,Schînenberg TG
9215,Buhwil
9220,Bischofszell
9223,Schweizersholz
9223,Halden
9216,Hohentannen
9225,Wilen (Gottshaus)
9225,St. Pelagiberg
9230,Flawil
9230,Flawil 1
9230,Flawil 2
9231,Egg (Flawil)
9604,Oberrindal
9604,LÅtisburg
9240,Uzwil
9240,Niederglatt SG
9242,Oberuzwil
9248,Bichwil
9243,Jonschwil
9244,Niederuzwil
9245,OberbÅren
9246,NiederbÅren
9247,Henau
9249,Algetshausen
9300,Wittenbach
9304,Bernhardzell
9305,Berg SG
9306,Freidorf TG
9315,Winden
9308,Lîmmenschwil
9312,HÑggenschwil
9313,Muolen
9314,Steinebrunn
9315,Neukirch (Egnach)
9320,Arbon
9320,Frasnacht
9320,Stachen
9322,Egnach
9323,Steinach
9325,Roggwil TG
9326,Horn
9327,TÅbach
9400,Rorschach
9404,Rorschacherberg
9402,Mîrschwil
9403,Goldach
9405,Wienacht-Tobel
9410,Heiden
9411,Reute AR
9413,Oberegg
9414,Schachen b. Reute
9422,Staad SG
9423,Altenrhein
9424,Rheineck
9425,Thal
9426,Lutzenberg
9427,Wolfhalden
9428,Walzenhausen
9430,St. Margrethen SG
9428,Platz
9434,Au SG
9435,Heerbrugg
9436,Balgach
9437,Marbach SG
9450,LÅchingen
9442,Berneck
9443,Widnau
9444,Diepoldsau
9445,Rebstein
9450,AltstÑtten SG
9451,Kriessern
9452,Hinterforst
9453,Eichberg
9462,Montlingen
9463,Oberriet SG
9464,RÅthi (Rheintal)
9464,Lienz
9465,Salez
9466,Sennwald
9467,FrÅmsen
9468,Sax
9469,Haag (Rheintal)
9470,Buchs SG
9470,Buchs SG 1
9470,Buchs SG RÑfis
9472,Grabs
9472,Grabserberg
9473,Gams
9475,Sevelen
9476,Weite
9477,TrÅbbach
9478,Azmoos
9479,Oberschan
9485,Nendeln
9486,Schaanwald
9487,Gamprin-Bendern
9488,Schellenberg
9490,Vaduz
9491,Ruggell
9492,Eschen
9493,Mauren FL
9494,Schaan
9495,Triesen
9496,Balzers
9497,Triesenberg
9500,Wil SG
9500,Wil SG 1
9500,Wil SG 2
9500,Wil SG 1 Zust
9502,Braunau
9503,Stehrenberg
9504,Friltschen
9506,Lommis
9507,Stettfurt
9508,Weingarten-Kalth
9512,RossrÅti
9514,Wuppenau
9515,Hosenruck
9517,Mettlen
9565,Rothenhausen
9523,ZÅberwangen
9524,Zuzwil SG
9525,Lenggenwil
9526,Zuckenriet
9527,Niederhelfenschwil
9532,Rickenbach b. Wil
9533,Kirchberg SG
9534,GÑhwil
9535,Wilen b. Wil
9536,Schwarzenbach SG
9542,MÅnchwilen TG
9543,St. Margarethen TG
9545,WÑngi
9546,Tuttwil
9547,Wittenwil
9548,Matzingen
9552,Bronschhofen
9553,Bettwiesen
9554,TÑgerschen
9555,Tobel
9556,Affeltrangen
9562,MÑrwil
9565,Schmidshof
9565,Oppikon
9565,Bussnang
9573,Littenheid
9601,LÅtisburg Station
9602,Bazenheid
9602,MÅselbach
9606,BÅtschwil
9607,Mosnang
9608,Ganterschwil
9612,Dreien
9613,MÅhlrÅti
9614,Libingen
9615,Dietfurt
9620,Lichtensteig
9621,Oberhelfenschwil
9622,Krinau
9630,Wattwil
9631,Ulisbach
9633,Hemberg
9642,Ebnat-Kappel
9643,Krummenau
9650,Nesslau
9651,EnnetbÅhl
9655,Stein SG
9652,Neu St. Johann
9656,Alt St. Johann
9657,Unterwasser
9658,Wildhaus
3185,Schmitten FR
3113,Rubigen
3900,Brig Zustellung
6304,Zug
6911,Campione
8238,BÅsingen
3003,Bern 3 Nationalrat
3003,Bern 3 StÑnderat
6302,Zug
6303,Zug
1289,Genäve Serv. SpÇc.
7003,Chur Postauto
6900,Lugano 3
3024,Bern
1017,Lausanne Veillon
1934,Bruson
3800,Sundlauenen
3030,Bern
1031,Mex VD
1734,Tentlingen
1029,Villars-Ste-Croix
1400,Cheseaux-NorÇaz
9101,Herisau
2301,La Chx-de-Fonds 1
3044,Innerberg
1295,Mies
1295,Tannay
1920,Martigny 1 Dist
6370,Oberdorf NW
8317,Tagelswangen
3855,Schwanden-Brienz
3700,Spiezwiler
3961,St-Jean VS
3380,Walliswil-Nbipp
6908,Massagno Caselle
6009,Luzern
1267,Vich
1267,Coinsins
8044,Gockhausen
1700,Fribourg 1 DÇpìt
5232,Villigen PSI
6349,Baar
8614,Sulzbach
1965,Chandolin Saviäse
1595,Clavaleyres
2735,Champoz
2715,Monible
2827,Schelten
2830,Vellerat
2717,RebÇvelier
2575,Hagneck
2572,Mîrigen
2556,Schwadernau
1470,Bollion
1773,Chandon
1534,Chapelle (Broye)
1473,ChÉtillon FR
1475,Forel FR
1483,Frasses
1566,Les Friques
1484,Granges-de-Vesin
1470,Lully FR
1475,Montbrelloz
1541,Morens FR
1528,Praratoud
1410,PrÇvondavaux
1773,Russy
1470,Seiry
1541,SÇvaz
1565,Vallon
1483,Vesin
1680,Berlens
1670,Bionnens
1675,Blessens
1608,Chapelle (GlÉne)
1694,Chavannes-Orsonnen
1697,Les Ecasseys
1670,Esmonts
1673,Gillarens
1681,Hennens
1688,Lieffrens
1690,Lussy FR
1687,La Magne
1674,Montet (GlÉne)
1674,Morlens
1675,Mossel
1686,La Neirigue
1694,Villargiroud
1653,ChÉtel-Montsalvens
1669,Lessoc
1625,Maules
1652,Villarbeney
1666,Villars-sous-Mont
1782,Autafond
1782,La Corbaz
1754,Corjolens
1782,Cormagens
1730,Ecuvillens
1724,Essert FR
1726,Farvagny-le-Petit
1724,Ferpicloz
1726,Grenilles
1782,Lossy
1756,Lovens
1727,Magnedens
1724,MontÇvraz
1724,Oberried FR
1723,Pierrafortscha
1772,Ponthaux
1726,Posat
1695,Rueyres-St-Laurent
1724,Senädes
1695,Villarsel-Gibloux
1723,Villarsel-Marly
1724,ZÇnauva
1721,CormÇrod
1721,Courtion
1792,Guschelmuth
1784,Wallenried
1716,Oberschrot
1719,Zumholz
1609,Besencens
1609,Fiaugäres
1624,Grattavache
1174,Pizy
1787,Mur (Vully) VD
1580,Oleyres
1148,Chavannes-Veyron
1148,Mauraz
1376,Eclagnens
1376,Goumoens-le-Jux
1041,Naz
1421,Grandevent
1428,Mutrux
1423,Romairon
1423,Vaugondry
1008,Jouxtens-MÇzery
1134,Chigny
1026,Denges
1410,Correvon
1682,Lovatens
1063,Martherenges
1041,Montaubion-Chardon
1513,Rossenges
1683,Sarzens
1277,Arnex-sur-Nyon
1279,Bogis-Bossey
1290,Chavannes-des-Bois
1355,Sergey
1608,Bussigny-sur-Oron
1608,Chesalles-sur-Oron
1607,Les Tavernes
1607,Les Thioleyres
1610,Vuibroye
1682,Cerniaz VD
1554,Rossens VD
1525,Seigneux
1195,Dully
1180,Tartegnin
1436,Chamblon
1415,DÇmoret
1443,Essert-s-Champvent
1443,Villars-Champvent
1407,Gossens
1432,Gressy
1407,MÇzery-Donneloye
1047,Oppens
1412,Ursins
1404,Villars-Epeney
2027,Montalchez
2063,Engollon
2933,Damphreux
2953,FregiÇcourt
8165,Oberweningen
8165,Schleinikon
8543,Bertschikon
3283,Niederried b. Kall
4932,Gutenburg
3294,Meienried
3429,Hellsau
3429,Hîchstetten
3324,Mîtschwil
3424,Oberîsch
3472,Rumendingen
3421,RÅti b. Lyssach
3425,Willadingen
2577,Finsterhennen
3303,Ballmoos
3256,Bangerten
3053,Deisswil Mbuchsee
3053,Diemerswil
3303,MÅnchringen
3251,Ruppoldsried
3305,Scheunen
3053,Wiggiswil
3309,Zauggenried
3510,Freimettigen
3510,HÑutligen
3671,Herbligen
3532,Mirchel
3629,Oppligen
3504,OberhÅnigen
3207,Golaten
3274,BÅhl BE
3272,Epsach
3274,Merzligen
3632,Niederstocken
3086,Englisberg
3629,Jaberg
3127,Lohnstorf
3116,MÅhledorf BE
3116,Noflen BE
3128,RÅmligen
